urls,phishing,domain,ip,at,length_url,depth_url,double_slash,http_https,shortening_services,hyphen,dns,age_domain,end_period_domain,country
https://usps.dgfupblsovi.top/,1,usps.dgfupblsovi.top,1,0,29,1,0,0,0,0,1,0.0,2025-07,Brazil
https://bafybeibq7ntlbkm7u6c22jzptjynmor7lcnlgb2ngatsjomubg32bstcyi.ipfs.cf-ipfs.com/chddm.html,1,bafybeibq7ntlbkm7u6c22jzptjynmor7lcnlgb2ngatsjomubg32bstcyi.ipfs.cf-ipfs.com,1,0,95,1,0,0,0,1,1,5.0,2032-12,Mexico
http://xvideo-jp.com/archives/category/%e3%81%be/%e3%81%bf%e3%81%a5%e3%81%aa%e3%82%8c%e3%81%84,0,xvideo-jp.com,1,0,94,4,0,0,0,1,1,12.0,2025-05,Germany
http://onedio.com/haber/-turkiye-de-insan-hayati-ne-kadar-ucuz-dedirten-12-olay-507256,0,onedio.com,1,0,86,2,0,0,0,0,1,13.0,2030-11,Germany
https://btvoiceee.onepage.me/btbroadband,1,btvoiceee.onepage.me,1,0,40,1,0,0,0,0,1,15.0,2027-03,Brazil
http://arstechnica.com/science/2015/05/carbon-emissions-put-sixteen-percent-of-species-at-risk-of-extinction/,0,arstechnica.com,1,0,109,5,0,0,0,0,1,25.0,2025-12,China
https://bafkreidmcie7he4b2pdpynchoyfj2e4v7kwjztrwfzyqiblx5a56gn2sim.ipfs.dweb.link/,1,bafkreidmcie7he4b2pdpynchoyfj2e4v7kwjztrwfzyqiblx5a56gn2sim.ipfs.dweb.link,1,0,83,1,0,0,0,0,1,7.0,2025-02,Belarus
http://qz.com/402928/weve-got-to-stop-using-valuation-as-the-primary-measure-of-a-startups-worth/,0,qz.com,1,0,97,3,0,0,0,0,1,25.0,2026-03,Germany
https://trezorhardwarrewallet.gitbook.io/us,1,trezorhardwarrewallet.gitbook.io,1,0,43,1,0,0,0,0,1,10.0,2025-03,France
http://olx.ro/i2/auto-masini-moto-ambarcatiuni/autoturisme/kia/auto-masini-moto-ambarcatiuni/autoturisme/kia,0,olx.ro,1,0,108,7,0,0,0,0,1,18.0,2025-08,United_States
http://indianexpress.com/article/cities/ludhiana/32-year-old-commits-suicide-at-in-laws-place-in-ludhiana/,0,indianexpress.com,1,0,106,5,0,0,0,0,1,22.0,2025-05,Brazil
https://cnam.assureportail.org,1,cnam.assureportail.org,1,0,30,0,0,0,0,0,1,0.0,2025-08,United_Kingdom
http://torcache.net/torrent/671A7EEAD1020E25D3CEC52AA8DB1F5D31F9DB61.torrent?title=[kickass.to]va.big.ibiza.dance.hits.2015.mp3.320kbps.h4ckus.glodls,0,torcache.net,1,0,149,2,0,0,0,0,1,13.0,2025-04,France
https://pub-a8764cf1b1344bce935e189ed673aaff.r2.dev/cpanel%20page%2Fw.html,1,pub-a8764cf1b1344bce935e189ed673aaff.r2.dev,1,0,74,1,0,0,0,1,1,2.0,2025-08,Argentina
https://microsoft-102513.weeblysite.com/,1,microsoft-102513.weeblysite.com,1,0,40,1,0,0,0,1,1,11.0,2024-12,France
http://depositphotos.com/login.html?url=%2F58418765%2Fstock-photo-brutal-bearded-man.html,0,depositphotos.com,1,0,89,1,0,0,0,0,1,15.0,2030-02,Canada
https://pub-aa79396d86634545b61a6043b4b42f43.r2.dev/seeit.html#x@x.com,1,pub-aa79396d86634545b61a6043b4b42f43.r2.dev,1,1,70,1,0,0,0,1,1,2.0,2025-08,Australia
http://torcache.net/torrent/BCAEDA670D8A2EDDC22DA51272CEA27AD8445046.torrent?title=[kickass.to]the.flash.2014.s01e02.hdtv.x264.lol.eztv,0,torcache.net,1,0,135,2,0,0,0,0,1,13.0,2025-04,Argentina
https://bit.ly/4cRXKDP,1,bit.ly,1,0,22,1,0,0,1,0,1,16.0,2032-05,Japan
https://d4ht5z04.na1.hubspotlinksstarter.com/Ctc/L1+113/d4HT5Z04/VWq33Q3DvtfDW81ztnY59xCt1W5q0Twr50J-MqM1--jy3lSbNV1-WJV7CgNjPVpbsm12q113gF4wLcKxWMm5VhfxpL7h8kxpW4-ktjg6M79KGW6ck9Vm6KPCzSVd4hnp7grCDJW6PqB-17c745bW4CTYRJ1yTm79W71XyH82_9TJvN6kJsl_z4Q2SW7jCCjM4pqYmLW5MJ8Wq3W_R80VLfqP233QgmsW5HTtf965cCJpW5GgflW4WBjGlW5L2j515tLF83W3BvpKh8bCnmTW332Xgy3qTgcyW5xx1PP73TFGbW6zVsFk1KCSvXW6HFy9t7jycNTW8T34-l8J7TGC31X71,1,d4ht5z04.na1.hubspotlinksstarter.com,1,0,410,4,0,0,0,0,1,3.0,2025-05,Mexico
https://www.usplbr.top/go/TrackConfirmAction,1,www.usplbr.top,1,0,44,2,0,0,0,0,1,0.0,2024-09,Brazil
https://css-tricks.com/video-screencasts/139-explaining-the-server-side-mustard-cut/,0,css-tricks.com,1,0,84,3,0,0,0,1,1,17.0,2030-07,Brazil
http://tune.pk/video/6052256/scientists-just-captured-stunning-images-of-deep-sea-creatures-off-the-coast-of-puerto-rico,0,tune.pk,1,0,120,3,0,0,0,0,1,17.0,2025-07,Spain
http://babal.net/news/view/111817/%D8%AF%D8%B1%D8%A7%D8%B3%D8%A9-%D8%AE%D8%B7%D9%8A%D8%B1%D8%A9:-%D8%A7%D9%82%D8%AA%D9%86%D8%A7%D8%A1-%D8%A7%D9%84%D9%82%D8%B7%D8%B7-%D9%8A%D8%B9%D8%B1%D8%B6%D9%83-%D9%84%D9%84%D8%A5%D8%B5%D8%A7%D8%A8%D8%A9-%D8%A8%D8%A7%D9%84%D8%AC%D9%84%D9%88%D9%83%D9%88%D9%85%D8%A7-%D9%88%D9%81%D9%82%D8%AF%D8%A7%D9%86-%D8%A7%D9%84%D8%A8%D8%B5%D8%B1,0,babal.net,1,0,367,4,0,0,0,0,1,11.0,2025-03,Canada
http://tinnhanh360.net/cu-tuong-em-gai-lan-nay-bat-dc-con-ca-lon-nao-ngo-bat-dc-con-nay.html,0,tinnhanh360.net,1,0,92,1,0,0,0,0,1,1.0,2024-11,Canada
http://mylust.com/videos/203952/super-horny-chick-rides-her-lover-s-pecker-like-a-fucking-cowgirl/,0,mylust.com,1,0,98,4,0,0,1,0,1,19.0,2026-11,United_States
http://torcache.net/torrent/8530C0DD56123C1A35459C8F422E2414A923F541.torrent?title=[kickass.to]xilisoft.video.converter.ultimate.7.8.6.20150130.incl.keygen.brd.atom,0,torcache.net,1,0,164,2,0,0,0,0,1,13.0,2025-04,Italy
https://twitter.com/share?text=%D0%A4%D0%BE%D1%82%D0%BE%D0%BF%D0%BE%D0%B4%D0%B1%D0%BE%D1%80%D0%BA%D0%B0+%D0%B7%D0%B0+29.04.2015&url=http%3A%2F%2Ffishki.net%2Fphoto%2F1517170-fotopodborka-za-29042015.html%2Fgallery-1952346%2F,0,twitter.com,1,0,224,1,0,0,0,0,1,24.0,2025-01,Argentina
http://tobogo.net/cdsb/board.php?board=knowhow&bm=view&no=988&category=&auth=&page=1&search=&keyword=&recom=,0,tobogo.net,1,0,108,2,0,0,0,0,1,7.0,2025-08,China
https://estafesta.me/mx/,1,estafesta.me,1,0,24,2,0,0,0,0,1,0.0,2025-08,Canada
https://metamskluuginee.webflow.io/,1,metamskluuginee.webflow.io,1,0,35,1,0,0,0,0,1,11.0,2028-05,Spain
https://docs.google.com/drawings/d/1A7GgxgJqi7nPJq3Tmhd2RJkZRq3Eopk8D7-xg0UcO-c/edit,1,docs.google.com,1,0,84,4,0,0,0,0,1,26.0,2028-09,Brazil
http://thenextweb.com/apps/2012/04/10/500px-aims-to-take-out-flickr-with-20year-plan-unlimited-storage-market-function-and-mac-uploader/gtm.start,0,thenextweb.com,1,0,145,6,0,0,0,0,1,16.0,2025-08,United_Kingdom
https://cgd-antifraude.com,1,cgd-antifraude.com,0,0,26,0,0,0,0,1,0,0.0,2025-08,Spain
https://pub-ab55a6961bc9472eac9561f0245b2cea.r2.dev/JjegedS9oJeYV7emPkeidUiep03mgN7qmSw0m9nB7Cp02nDuGei9mOwjEDoWX9CjPnbv5S7uDpm.html,1,pub-ab55a6961bc9472eac9561f0245b2cea.r2.dev,1,0,132,1,0,0,0,1,1,2.0,2025-08,Australia
http://atwiki.jp/wiki/%E3%82%BD%E3%82%A4%E3%82%BD%E3%83%BC%E3%82%B9%E9%86%A4%E6%B2%B9%20%E5%B0%8F%E7%AC%A0%E5%8E%9F,0,atwiki.jp,1,0,115,2,0,0,0,0,1,19.0,2024-12,Japan
http://hdfcbank.com/personal/products/accounts-and-deposits/current-accounts/max-current-account,0,hdfcbank.com,1,0,96,5,0,0,0,0,1,27.0,2027-04,China
http://distractify.com/post/related/id/54d386db4a0c4bed535c3ff0/skip/20/limit/10/back/0,0,distractify.com,1,0,87,10,0,0,0,0,1,11.0,2025-01,China
http://bdnews24.com/politics/2015/05/02/dire-consequences-unless-city-polls-cancelled-bnp-s-hannan-shah,0,bdnews24.com,1,0,103,5,0,0,0,0,1,20.0,2031-08,Italy
https://pub-016cef4f05e4479ea89c09a2832e241f.r2.dev/grey.html,1,pub-016cef4f05e4479ea89c09a2832e241f.r2.dev,1,0,61,1,0,0,0,1,1,2.0,2025-08,United_Kingdom
http://emgn.com/entertainment/16-fascinting-overlays-of-iconic-paris-landmarks-during-the-war-and-now/,0,emgn.com,0,0,102,3,0,0,0,0,0,20.0,2025-06,Japan
http://emgn.com/tv/this-delightful-guinea-pig-transportation-bridge-will-bring-light-to-the-darkest-of-hearts/,0,emgn.com,0,0,110,3,0,0,0,0,0,20.0,2025-06,Brazil
http://torcache.net/torrent/51775D9CE352964E8A0162A095291BEA7DA294AC.torrent?title=[kickass.to]penguins.of.madagascar.2014.3d.brrip.x264.yify,0,torcache.net,1,0,141,2,0,0,0,0,1,13.0,2025-04,United_States
https://pub-f0ead53d439f41d7828a509090c047bd.r2.dev/free.html,1,pub-f0ead53d439f41d7828a509090c047bd.r2.dev,1,0,61,1,0,0,0,1,1,2.0,2025-08,United_States
https://uzbpremos.live/,1,uzbpremos.live,0,0,23,1,0,0,0,0,0,0.0,2025-08,Brazil
https://usps-postala.vip/,1,usps-postala.vip,1,0,25,1,0,0,0,1,1,0.0,2025-07,Canada
https://pub-ad0be47ef6da4c73a4ee2a8f0950827c.r2.dev/index.html,1,pub-ad0be47ef6da4c73a4ee2a8f0950827c.r2.dev,1,0,62,1,0,0,0,1,1,2.0,2025-08,China
http://b9dm.com/index.php/video/index.php/video/show/cid/56/order/video/video/index.php/video/show/cid/56/order/video/show,0,b9dm.com,1,0,122,18,0,0,0,0,1,15.0,2026-10,Canada
https://pub-f01585adf15642eca2e96231ddbf6a84.r2.dev/index3.html,1,pub-f01585adf15642eca2e96231ddbf6a84.r2.dev,1,0,63,1,0,0,0,1,1,2.0,2025-08,Spain
http://themeforest.net/item/coma-multipurpose-coming-soon-template/full_screen_preview/11239467,0,themeforest.net,1,0,95,4,0,0,0,0,1,16.0,2025-11,Australia
https://sites.google.com/view/depforindex,1,sites.google.com,1,0,41,2,0,0,0,0,1,26.0,2028-09,Netherlands
http://tunein.com/radio/Radio-Fredericton-905-s12073/15480783/ca-pub-1542925551861702/StationLeader,0,tunein.com,1,0,99,5,0,0,0,0,1,28.0,2025-05,Italy
https://docs.google.com/drawings/d/1ag_LjBozlH07xsbU5L1FjT8YLsWEQZj51rbOgHF0FOE/edit,1,docs.google.com,1,0,84,4,0,0,0,0,1,26.0,2028-09,Spain
https://pub-21f1368604c2454690e479f4ee00165d.r2.dev/index.html,1,pub-21f1368604c2454690e479f4ee00165d.r2.dev,1,0,62,1,0,0,0,1,1,2.0,2025-08,South_Africa
http://momoshop.com.tw/category/DgrpCategory.jsp?d_code=2101600208&cid=lt1&oid=005&mdiv=1001000000-bt_5_008_01&ctype=B,0,momoshop.com.tw,1,0,118,2,0,0,0,0,1,19.0,2027-10,Argentina
http://tinnhanh360.net/con-duong-sa-chan-lam-gai-ban-d-am-cua-sinh-vien-that-nghiep.html,0,tinnhanh360.net,1,0,88,1,0,0,0,0,1,1.0,2024-11,Brazil
https://linkr.it/l09GR,1,linkr.it,1,0,22,1,0,0,0,0,1,3.0,2025-06,South_Africa
https://kvqmvtw.top/AQWEImp3aszvfefdsa689/,1,kvqmvtw.top,1,0,42,2,0,0,0,0,1,0.0,2024-09,Italy
http://syosetu.com/searchuser/search/index.php?name1st=%E3%82%80&all=1&all2=1&all3=1&all4=1&p=10,0,syosetu.com,1,0,96,3,0,0,0,0,1,18.0,2025-05,Japan
http://olx.in/hi/item/2bhk-for-rent-in-grand-square-society-anand-nagar-g-b-road-IDWjzed.html,0,olx.in,1,0,93,3,0,0,0,0,1,18.0,2025-02,India
http://stackoverflow.com/questions/17408815/fieldset-resizes-wrong-appears-to-have-unremovable-min-width-min-content/17863685,0,stackoverflow.com,1,0,125,4,0,0,0,0,1,20.0,2025-02,United_Kingdom
http://rpcdappsresolver.com,1,rpcdappsresolver.com,1,0,27,0,0,0,0,0,1,0.0,2025-03,Germany
http://tracking.sendrentnow.com/tracking/click?d=4NXfu8RAcqxLYQF5AKWhW4CRcvtMfI1cSQzI7Y00FqYwwBv0h__9MlcGujfU8XS6Ep2c1-G7YIl8lg-LHVZOnlijJkHA9UvFYP4_vEr7gLs3A_XO5RJHqc-4XgadeHCDky9l4jJfzEZDjqhNZmudB0q_s9GS2BsnLtVcDGmUmvRgTcMsadzDq_NllmxvMRTzqjZ4iwbd3vKdvzBsNWY01wY1,1,tracking.sendrentnow.com,1,0,265,2,0,0,0,0,1,12.0,2027-03,France
http://otomoto.pl/oferta/toyota-7fgf25-wozek-widlowy-toyota-7fgf25-7fg25-ID5soEq9.html,0,otomoto.pl,1,0,86,2,0,0,0,0,1,20.0,2025-06,United_Kingdom
http://noticias.uol.com.br/saude/album/2015/03/17/dengue-pelo-brasil.htm?abrefoto=63,0,noticias.uol.com.br,1,0,84,6,0,0,0,0,1,28.0,2034-04,India
http://mic.com/articles/116875/one-year-after-their-famous-performance-future-islands-returned-to-letterman,0,mic.com,1,0,107,3,0,0,0,0,1,30.0,2030-09,China
https://whaotsopp.com/,1,whaotsopp.com,0,0,22,1,0,0,0,0,0,0.0,2025-08,France
http://tinnhanh360.net/vo-e-vo-nu-sinh-ten-la-hot-nhat-xu-hue-tro-thanh-ban-gai-son-tung-m-tp.html,0,tinnhanh360.net,1,0,98,1,0,0,0,0,1,1.0,2024-11,China
https://czech-106571.weeblysite.com/,1,czech-106571.weeblysite.com,1,0,36,1,0,0,0,1,1,11.0,2024-12,South_Africa
https://ttrizorbwallet.gitbook.io/us,1,ttrizorbwallet.gitbook.io,1,0,36,1,0,0,0,0,1,10.0,2025-03,Netherlands
http://maybank2u.com.my/mbb_info/m2u/public/personalDetail04.do?cntTypeId=1&cntKey=HL15.04.29b&programId=HI-Highlights&newsCatId=/mbb/Highlights/2015&chCatId=/mbb/Business,0,maybank2u.com.my,1,0,171,4,0,0,0,0,1,24.0,2025-05,Argentina
http://espn.go.com/nfl/draft2015/insider/story/_/id/12868907/osu-joey-bosa-tops-mel-kiper-too-early-2016-big-board-nfl-draft,0,espn.go.com,1,0,124,8,0,0,0,0,1,26.0,2025-01,Canada
http://icicibank.com/Personal-Banking/account-deposit/iwish/recurring-deposit-calculator.page,0,icicibank.com,1,0,93,4,0,0,0,0,1,28.0,2026-07,France
http://babal.net/books/view/772/%D9%85%D8%B9%D9%84%D9%88%D9%85%D8%A7%D8%AA-%D8%B9%D9%86---%D9%83%D8%AA%D8%A7%D8%A8--%D9%83%D8%AA%D8%A7%D8%A8-%D8%AC%D9%85%D9%87%D9%88%D8%B1%D9%8A%D8%A9-%D8%A3%D9%81%D9%84%D8%A7%D8%B7%D9%88%D9%86,0,babal.net,1,0,226,4,0,0,0,0,1,11.0,2025-03,Argentina
https://paytm.com/offer/wp-content/plugins/wc-gallery/includes/js/flexslider/flexslider.css?ver=2.2.0,0,paytm.com,1,0,101,8,0,0,0,0,1,21.0,2029-06,Australia
http://ecnavi.jp/redirect/?url=http://ad2.trafficgate.net/t/r/35/3203/86513_86513/0/AXUI%user_id%IT31083FR35,0,ecnavi.jp,1,0,108,2,0,0,0,0,1,19.0,2025-01,Brazil
http://zozo.jp/shop/barnyardstorm/?price=proper&p_ssy=2015&p_ssm=5&p_ssd=13&p_sey=2015&p_sem=5&p_sed=13&dstk=2,0,zozo.jp,1,0,110,3,0,0,0,0,1,20.0,2025-02,China
https://deborahresinart.it/prod/home/,1,deborahresinart.it,1,0,37,3,0,0,0,0,1,1.0,2025-08,Australia
https://docs.google.com/drawings/d/1HIvm3U3nzy4GiOZJl3n0vpR-p1ynfuAEZWDQuycXrXA/edit,1,docs.google.com,1,0,84,4,0,0,0,0,1,26.0,2028-09,Netherlands
https://docs.google.com/presentation/d/e/2PACX-1vSRCOyf-UuYJ_4l9z-1G6GyJXDn5cIN5Iu9nCObu-TIsCwcR0S6ohrPEZir8cSqaDqJlaSNAgwgCv6N/pub?start=false&amp;loop=false&amp;delayms=3000,1,docs.google.com,1,0,175,5,0,0,0,0,1,26.0,2028-09,Canada
http://vnexpress.net/tin-tuc/cong-dong/anh/anh-doc-chia-tay-tu-mau-ao-hoc-tro-2805522.html,0,vnexpress.net,1,0,90,4,0,0,0,0,1,24.0,2034-08,Argentina
http://pub-0593eb74924c4aba80ea78481b3e900b.r2.dev/login.htm,1,pub-0593eb74924c4aba80ea78481b3e900b.r2.dev,1,0,60,1,0,0,0,1,1,2.0,2025-08,France
http://mylust.com/videos/227407/bbw-mature-slut-in-mask-gives-me-head-and-eats-cumshot/,0,mylust.com,1,0,87,4,0,0,1,0,1,19.0,2026-11,France
http://putlocker.is/watch-daredevil-tvshow-season-1-episode-3-online-free-putlocker.html,0,putlocker.is,1,0,88,1,0,0,0,0,1,4.0,2024-12,France
http://thenextweb.com/dd/2011/05/09/squarespace-to-begin-version-6-beta-testing/feed/gtm.js,0,thenextweb.com,1,0,91,7,0,0,0,0,1,16.0,2025-08,United_States
http://udn.com/news/story/7335/901125-%E6%B8%AF%E8%82%A1%E5%B0%8E%E8%88%AA%EF%BC%8F%E6%B7%B1%E6%B8%AF%E9%80%9A%E9%A1%8C%E6%9D%90-%E5%A2%9E%E6%BA%AB,0,udn.com,1,0,147,4,0,0,0,0,1,25.0,2026-09,United_Kingdom
https://help-app-suite-trzor.webflow.io/,1,help-app-suite-trzor.webflow.io,1,0,40,1,0,0,0,1,1,11.0,2028-05,Canada
https://okulun.net/zzbamz/?t=q7zmlWcjuQ,1,okulun.net,1,0,39,2,0,0,0,0,1,0.0,2024-09,Spain
https://supportboardband.webflow.io/,1,supportboardband.webflow.io,1,0,36,1,0,0,0,0,1,11.0,2028-05,Spain
https://pub-445e7cdb51914c22986bb9246f7fa359.r2.dev/webmailionoss.html,1,pub-445e7cdb51914c22986bb9246f7fa359.r2.dev,1,0,70,1,0,0,0,1,1,2.0,2025-08,Canada
http://emgn.com/entertainment/youll-feel-for-these-19-betrayed-pets-who-hate-going-to-the-vet/,0,emgn.com,0,0,94,3,0,0,0,0,0,20.0,2025-06,Australia
http://torcache.net/torrent/56A41695E163513BFD7ABA3752F580AB972BAD73.torrent?title=[kickass.to]the.following.s02e05.hdtv.x264.lol.ettv,0,torcache.net,1,0,134,2,0,0,0,0,1,13.0,2025-04,Japan
http://tobogo.net/cdsb/board.php?board=issue&bm=view&no=2333&category=&auth=&page=1&search=&keyword=&recom=,0,tobogo.net,1,0,107,2,0,0,0,0,1,7.0,2025-08,Australia
http://lifehacker.com/5902647/avoid-jet-leg-with-this-start-to-finish-cheat-cheat-of-tips,0,lifehacker.com,1,0,89,2,0,0,0,0,1,19.0,2029-09,United_States
http://depositphotos.com/login.html?url=%2F63187975%2Fstock-photo-double-exposure-of-hipster-tourist.html,0,depositphotos.com,1,0,105,1,0,0,0,0,1,15.0,2030-02,United_Kingdom
http://web.tv/liveCategory/6/language/1/index/changeLanguage/newshared/searchAutoComplete,0,web.tv,1,0,89,8,0,0,0,0,1,22.0,2024-09,Japan
https://bafybeibqqv5gkr26tun4b5fkrblpdz6k3rysvwxs2jav3o4hqwz7dbhrra.ipfs.cf-ipfs.com/act.html#redacted@abuse.ionos.com,1,bafybeibqqv5gkr26tun4b5fkrblpdz6k3rysvwxs2jav3o4hqwz7dbhrra.ipfs.cf-ipfs.com,1,1,118,1,0,0,0,1,1,5.0,2032-12,Australia
http://kakaku.com/kaden/integrated-amplifier/ranking_2048/pricedown/div-gpt-ad-k/header_text,0,kakaku.com,1,0,92,6,0,0,0,0,1,26.0,2025-07,Mexico
http://mylust.com/videos/107240/the-hot-big-ass-of-my-arab-girlfriend-on-pov-erotic-clip/,0,mylust.com,1,0,89,4,0,0,1,0,1,19.0,2026-11,Spain
http://distractify.com/post/related/id/5549237e4a0c4b275a89ea6a/skip/10/limit/10/back/0,0,distractify.com,1,0,87,10,0,0,0,0,1,11.0,2025-01,Australia
http://mylust.com/videos/7274/voluptuous-japanese-girlfriend-enjoys-my-cock-in-her-hairy-pussy/,0,mylust.com,1,0,95,4,0,0,1,0,1,19.0,2026-11,France
http://indianexpress.com/article/technology/science/nasa-rover-captures-stunning-blue-sunset-on-mars-tweets-let-us-go-you-and-i/,0,indianexpress.com,1,0,128,5,0,0,0,0,1,22.0,2025-05,Germany
https://centrum-107008.square.site/,1,centrum-107008.square.site,1,0,35,1,0,0,0,1,1,5.0,2025-02,China
http://hubpages.com/topics/business-and-employment/small-businesses-and-entrepreneurs/968,0,hubpages.com,1,0,89,4,0,0,0,0,1,19.0,2025-04,Germany
https://tinyurl.com/2vmsc2k4,1,tinyurl.com,1,0,28,1,0,0,1,0,1,22.0,2029-01,Brazil
https://bafybeif4oalb4f6cluaebh5rclvqnyhcn3fmhikv52ahfky4lvygho5rey.ipfs.cf-ipfs.com,1,bafybeif4oalb4f6cluaebh5rclvqnyhcn3fmhikv52ahfky4lvygho5rey.ipfs.cf-ipfs.com,1,0,84,0,0,0,0,1,1,5.0,2032-12,Belarus
https://docs.google.com/drawings/d/1BBWr3hI1boQI5_O7_CEa4niQXxLX1ImvXLmHy-txAsY/edit,1,docs.google.com,1,0,84,4,0,0,0,0,1,26.0,2028-09,Belarus
https://artofbaseball.net/wp-content/uploads/2015/03/slwmnh,1,artofbaseball.net,1,0,59,5,0,0,0,0,1,14.0,2025-06,Belarus
http://xhamster.com/movies/4582073/sublime_french_milf_hard_analized_in_3way_for_her_casting.html,0,xhamster.com,1,0,97,3,0,0,0,0,1,17.0,2027-04,Spain
http://thenextweb.com/apps/2011/07/24/the-complete-list-of-top-instagram-apps/keepsy/gtm.start,0,thenextweb.com,1,0,94,7,0,0,0,0,1,16.0,2025-08,France
https://docs.google.com/presentation/d/e/2PACX-1vTnjLYHU56Ef_jTJtXjhUBM8eEADk86FpxOu9WVvKBMJ8pqFN-UcxCBaoPjq-AG84RVOdsHl6MeVNS-/pub?start=false&amp;loop=false&amp;delayms=3000,1,docs.google.com,1,0,175,5,0,0,0,0,1,26.0,2028-09,France
http://tunein.com/radio/Economics-of-Political-Memoir---Marketplace-May-13-2015-p729173/15480783/ca-pub-1542925551861702/Program,0,tunein.com,1,0,128,5,0,0,0,0,1,28.0,2025-05,Mexico
https://docs.google.com/drawings/d/1XBgQfXDupoyvYz7As2FyypOws_szYxax9opk4tkw0MA/edit,1,docs.google.com,1,0,84,4,0,0,0,0,1,26.0,2028-09,India
https://htltreinamentos.com.br/ip/neteasehardest/900/index.php,1,htltreinamentos.com.br,1,0,62,4,0,0,0,0,1,0.0,2026-11,Russia
http://io9.com/a-fan-video-that-celebrates-marvels-quieter-moments-1627790029/+andrasneltz,0,io9.com,1,0,90,2,0,0,0,0,1,24.0,2025-12,Argentina
http://metro.co.uk/2014/10/22/mother-and-daughter-assaulted-by-clowns-with-sex-toys-at-haunted-house-4916220/,0,metro.co.uk,1,0,109,5,0,0,0,0,1,28.0,2028-06,United_States
https://telstra-100379.weeblysite.com/,1,telstra-100379.weeblysite.com,1,0,38,1,0,0,0,1,1,11.0,2024-12,Canada
http://delfintour.sk/ctis.ndmi/bmc.sipc.php,1,delfintour.sk,1,0,43,2,0,0,0,0,1,5.0,2024-12,Canada
http://ap.org/Content/AP-In-The-News/2012/AP-photojournalism-in-focus-with-OPC-Award-wins,0,ap.org,1,0,89,4,0,0,0,0,1,33.0,2028-07,Spain
https://support-trezhyrdware.gitbook.io/us,1,support-trezhyrdware.gitbook.io,1,0,42,1,0,0,0,1,1,10.0,2025-03,Australia
https://mettamaaskwalets.gitbook.io/us,1,mettamaaskwalets.gitbook.io,1,0,38,1,0,0,0,0,1,10.0,2025-03,Russia
http://correios.com.br/Para-governo/governo-municipal/encomendas/logistica-reversa-em-agencia,0,correios.com.br,1,0,93,4,0,0,0,0,1,26.0,2028-10,Brazil
http://comicbook.com/2015/05/09/arrows-stephen-amell-says-any-dc-tv-show-could-crossover-reveals/,0,comicbook.com,1,0,97,5,0,0,0,0,1,29.0,2026-05,France
http://thenextweb.com/google/2015/04/24/theres-an-android-peeing-on-apple-on-google-maps-and-we-cant-figure-out-why/feed/gtm.start,0,thenextweb.com,1,0,130,7,0,0,0,0,1,16.0,2025-08,United_States
https://inc-106035.weeblysite.com/,1,inc-106035.weeblysite.com,1,0,34,1,0,0,0,1,1,11.0,2024-12,Spain
http://extratorrent.cc/torrent_download/4190972/V.A.+-+6+Blues+Giants+Live%21+Vol.+1+%286CD-Box+2007%29+%5BFLAC%5D.torrent,0,extratorrent.cc,0,0,122,3,0,0,0,0,0,13.0,2024-12,India
http://torcache.net/torrent/3E59AAB79EC19E8D5EA1B2E3AAE6F62D2BA4DC3F.torrent?title=[kickass.to]150.best.minimalist.house.ideas,0,torcache.net,1,0,126,2,0,0,0,0,1,13.0,2025-04,Spain
https://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E3%82%A2%E3%83%8B%E3%83%A1%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2FwjfL4fhPp1lPxTZb+%E3%82%A2%E3%83%AA%E3%82%B5%E5%86%8D%E3%81%B3%EF%BC%81%E3%82%A8%E3%83%AD%E3%82%A2%E3%83%8B%E3%83%A1+%23ero+%23douga+%23agesage,0,twitter.com,1,0,290,1,0,0,0,0,1,24.0,2025-01,Japan
http://tunein.com/radio/Lancaster-JetHawks-at-Visalia-Rawhide-May-13-2015-p729091/15480783/ca-pub-1542925551861702/ProgramTopBanner,0,tunein.com,1,0,131,5,0,0,0,0,1,28.0,2025-05,Spain
https://beneficiarioacpt.webcindario.com/validacion/mailvalidation.html,1,beneficiarioacpt.webcindario.com,1,0,71,2,0,0,0,0,1,23.0,2028-02,Germany
http://thenextweb.com/facebook/2015/04/27/make-a-donation-on-facebook-to-nepal-earthquake-survivors/gtm.js,0,thenextweb.com,1,0,106,6,0,0,0,0,1,16.0,2025-08,India
http://thechive.com/2015/03/04/the-seductress-in-the-bfm-is-abigail-ratchford-35-photos/,0,thechive.com,1,0,88,5,0,0,0,0,1,16.0,2025-02,Mexico
https://pub-2abf6ac369c54910a73e8f3d8bfd03e7.r2.dev/pipps.html,1,pub-2abf6ac369c54910a73e8f3d8bfd03e7.r2.dev,1,0,62,1,0,0,0,1,1,2.0,2025-08,United_States
https://aumpost.top/ec,1,aumpost.top,1,0,22,1,0,0,0,0,1,0.0,2025-08,Netherlands
http://perezhilton.com/2015-05-12-reporter-shauna-hunt-confront-men-fhritp-news-coverage/?from=featured,0,perezhilton.com,1,0,103,2,0,0,0,0,1,19.0,2025-02,Japan
https://cf-ipfs.com/ipfs/QmbKRtzc9Zp9XR97Dde53Dn5pyprQv4nwETx5foqQB1iSE/trade.html,1,cf-ipfs.com,1,0,82,3,0,0,0,1,1,5.0,2032-12,Mexico
